,Station Name,Province,Climate ID,StationId,Latitude (y),Longitude (x),Elevation (m),First Year,Last Year,Status,Null pourcent
449,ELK ISLAND NAT PARK,ALBERTA,3012275,1873,53.68,-112.87,716.2,1981,2023,True,0.9195402298850576
450,FABYAN,ALBERTA,3012515,1881,52.97,-111.0,698.0,1966,2023,True,0.3134796238244514
451,FERINTOSH AGCM,ALBERTA,3012590,46733,52.74,-112.86,795.0,2007,2023,True,4.973876698014629
452,FLEET AGCM,ALBERTA,3012635,51502,52.04,-111.81,823.0,2013,2023,True,9.738766980146291
453,FORESTBURG AGCM,ALBERTA,3012653,46130,52.55,-112.12,721.0,2007,2023,True,5.141065830721003
454,FORT SASKATCHEWAN,ALBERTA,3012710,1886,53.72,-113.18,620.0,1958,2023,False,52.39289446185998
455,GILT EDGE NORTH AGCM,ALBERTA,3012790,46131,53.07,-110.62,647.0,2007,2023,True,7.105538140020899
456,ST. FRANCIS,ALBERTA,3012799,53998,53.29,-114.32,809.0,2015,2023,True,6.70846394984326
457,GLADSTONE AGCM,ALBERTA,3012810,51501,52.99,-112.28,704.0,2013,2023,True,12.9153605015674
458,GLENEVIS AGCM,ALBERTA,3012818,47074,53.83,-114.54,670.0,2008,2023,False,36.99059561128527
459,GOOSEBERRY LAKE AGCM,ALBERTA,3012871,51578,52.11,-110.8,740.0,2013,2023,True,10.888192267502612
460,HALKIRK AGCM,ALBERTA,3012999,46787,52.12,-112.16,843.0,2007,2023,True,20.12539184952978
461,HEMARUKA AGCM,ALBERTA,3013140,46907,51.78,-111.21,780.0,2007,2023,True,9.634273772204809
462,HOLDEN AGDM,ALBERTA,3013340,32395,53.19,-112.25,688.0,2001,2023,True,10.365726227795196
463,HUGHENDEN AGCM,ALBERTA,3013362,46908,52.58,-110.78,703.0,2007,2023,True,6.812957157784743
464,KILLAM AGDM,ALBERTA,3013640,32313,52.85,-111.87,674.5,2002,2023,False,36.71891327063741
465,KESSLER AGCM,ALBERTA,3013644,46909,52.29,-111.11,720.0,2007,2023,False,30.61650992685476
466,KINSELLA RESEARC STATION,ALBERTA,3013647,49049,53.05,-111.55,701.0,2010,2023,True,10.407523510971789
467,KITSCOTY AGCM,ALBERTA,3013660,46808,53.35,-110.42,664.0,2007,2023,True,6.4576802507836994
468,LEGAL AGCM,ALBERTA,3013790,47088,54.0,-113.47,680.0,2008,2023,True,7.105538140020899
469,LINDBERGH AGDM,ALBERTA,3013921,43560,53.94,-110.58,630.0,2004,2023,True,5.517241379310345
470,LLOYDMINSTER,ALBERTA,3013959,48550,53.31,-110.07,668.7,2009,2023,True,1.4629049111807733
471,LLOYDMINSTER A,ALBERTA,3013961,1920,53.31,-110.07,668.43,1982,2023,True,0.5015673981191223
472,MANNVILLE AGCM,ALBERTA,3014195,46767,53.46,-111.26,656.0,2007,2023,True,5.329153605015674
473,MONITOR,ALBERTA,3014600,1935,52.02,-110.55,731.5,1983,2023,False,66.77115987460816
474,MUNDARE AGDM,ALBERTA,3014665,41785,53.57,-112.3,683.0,2003,2022,False,41.50470219435737
475,MYRNAM LITE,ALBERTA,3014690,46811,53.71,-111.13,585.0,2007,2022,False,50.42842215256008
476,NEW SAREPTA AGCM,ALBERTA,3014795,46911,53.26,-113.17,765.0,2007,2023,True,7.565308254963428
477,OLIVER AGDM,ALBERTA,3014921,41783,53.65,-113.35,665.0,2003,2023,False,31.724137931034484
478,RADWAY AGCM,ALBERTA,3015346,47089,54.0,-112.88,625.0,2008,2022,False,54.94252873563218
479,RANFURLY AUTO,ALBERTA,3015401,51898,53.42,-111.73,687.0,2013,2023,True,0.9613375130616508
480,RIBSTONE SOUTH AGCM,ALBERTA,3015480,46812,52.59,-110.34,644.0,2007,2023,True,5.93521421107628
481,RIVERCOURSE AGCM,ALBERTA,3015501,46132,53.02,-110.1,669.0,2007,2023,True,7.502612330198537
482,ROCKY MTN HOUSE (AUT),ALBERTA,3015523,8712,52.42,-114.91,988.2,1992,2023,True,0.6269592476489028
483,ROSALIND AGCM,ALBERTA,3015600,46847,52.79,-112.42,712.0,2007,2023,True,6.959247648902821
484,ST. LINA AGCM,ALBERTA,3015673,47127,54.28,-111.45,619.0,2008,2023,True,16.489028213166144
485,ST. PAUL AGCM,ALBERTA,3015676,32457,54.01,-111.27,649.0,2002,2023,True,13.082549634273771
486,SEDALIA AGCM,ALBERTA,3015797,46887,51.59,-110.75,755.0,2007,2023,True,7.878787878787878
487,SHONTS AGCM,ALBERTA,3015900,46848,53.33,-112.54,679.0,2007,2023,True,5.433646812957157
488,SMOKY LAKE AGDM,ALBERTA,3016022,32456,54.28,-112.5,680.0,1990,2023,True,5.538140020898641
489,SPONDIN AGCM,ALBERTA,3016070,46913,51.82,-111.68,804.0,2007,2023,True,22.152560083594565
490,STETTLER AGDM,ALBERTA,3016124,32458,52.35,-112.6,795.0,2003,2023,True,9.174503657262278
491,THORSBY AGCM,ALBERTA,3016441,46850,53.22,-113.89,754.0,2007,2023,True,5.22466039707419
492,TOMAHAWK AGDM,ALBERTA,3016505,43581,53.44,-114.72,814.0,2004,2023,True,7.042842215256008
493,TULLIBY LAKE AGCM,ALBERTA,3016593,46851,53.66,-110.08,596.0,2007,2023,True,12.309299895506792
494,UNCAS,ALBERTA,3016650,27018,53.5,-113.03,750.0,1995,2023,False,66.79205851619645
495,TWO HILLS AGDM,ALBERTA,3016655,32459,53.63,-111.68,678.0,1999,2023,True,9.80146290491118
496,VERMILION AGDM,ALBERTA,3016802,32461,53.34,-110.88,623.0,1995,2023,True,6.812957157784743
497,VIKING AGCM,ALBERTA,3016841,46852,53.18,-111.73,711.0,2007,2023,True,10.9717868338558
498,VILNA AGCM,ALBERTA,3016852,47110,54.13,-111.92,645.0,2008,2023,True,22.19435736677116
499,VIOLET GROVE CS,ALBERTA,3016860,30643,53.14,-115.13,914.0,2000,2021,False,59.43573667711599
500,VEGREVILLE,ALBERTA,3016GF0,1977,53.51,-112.1,639.3,1980,2023,True,1.1703239289446186
501,WETASKIWIN AGCM,ALBERTA,3017282,46853,52.98,-113.44,774.0,2007,2023,True,18.474399164054336
502,YOUNGSTOWN AGCM,ALBERTA,3017705,49949,51.49,-111.22,800.0,2012,2023,True,6.415882967607106
503,EDMONTON STONY PLAIN CS,ALBERTA,301A001,27492,53.55,-114.11,766.3,1997,2023,True,2.3824451410658307
504,ESTHER 1,ALBERTA,301B460,10225,51.67,-110.21,707.0,1993,2023,True,1.5256008359456636
505,WAINWRIGHT CFB AIRFIELD 21,ALBERTA,301S001,26888,52.83,-111.1,686.25,1995,2023,True,18.0773249738767
506,PIBROCH AGCM,ALBERTA,301X001,55338,54.31,-113.82,621.0,2022,2023,False,56.69801462904911
507,ACADIA VALLEY,ALBERTA,3020035,47748,51.07,-110.32,735.0,2009,2023,True,8.213166144200628
508,ATLEE AGCM,ALBERTA,3020405,47787,50.81,-111.01,795.0,2009,2023,True,8.986415882967608
509,BEISEKER AGCM,ALBERTA,3020610,46468,51.38,-113.36,896.0,2007,2023,True,6.353187042842215
510,BIG VALLEY AGCM,ALBERTA,3020679,46469,52.0,-112.8,870.0,2007,2023,True,8.484848484848486
511,BUFFALO AGCM,ALBERTA,3020950,50920,50.8,-110.69,723.0,2012,2023,True,6.980146290491119
512,CABIN LAKE AGCM,ALBERTA,3021000,49948,51.02,-111.22,734.0,2012,2023,False,38.85057471264368
513,CAPPON,ALBERTA,3021200,53099,51.07,-110.8,758.0,2014,2023,True,6.0606060606060606
514,CEREAL AGCM,ALBERTA,3021463,50938,51.28,-110.82,753.0,2012,2023,True,7.941483803552769
515,CRAIGMYLE AGCM,ALBERTA,3021912,46471,51.78,-112.25,845.0,2007,2023,True,6.896551724137931
516,DRUMHELLER EAST,ALBERTA,30221LG,10708,51.45,-112.68,678.2,1994,2023,True,18.181818181818183
517,FINNEGAN AGCM,ALBERTA,3022650,52459,51.05,-112.1,748.0,2013,2023,False,36.82340647857889
518,HAND HILLS AGCM,ALBERTA,3022990,50939,51.45,-112.14,941.0,2012,2023,True,6.4576802507836994
519,HESPERO AGCM,ALBERTA,3023200,47076,52.31,-114.49,965.0,2008,2023,True,6.70846394984326
520,HUSSAR AGDM,ALBERTA,3023402,31409,51.18,-112.5,971.21,2001,2023,True,6.227795193312435
521,KIRRIEMUIR AGCM,ALBERTA,3023660,51500,51.91,-110.36,711.0,2013,2023,True,13.333333333333334
522,LACOMBE CDA 2,ALBERTA,3023722,10906,52.45,-113.76,860.0,1993,2023,True,1.400208986415883
523,LEEDALE AGDM,ALBERTA,3023740,43561,52.55,-114.47,947.0,2004,2023,True,8.338557993730406
524,LINDEN AGCM,ALBERTA,3023850,46910,51.62,-113.66,914.0,2007,2023,True,10.992685475444096
525,LODGE CREEK,ALBERTA,3023900,52458,49.46,-110.34,1068.0,2014,2023,True,7.251828631138976
526,MORRIN AGDM,ALBERTA,3024668,32433,51.66,-112.68,836.0,1991,2023,True,20.167189132706373
527,OLDS AGDM,ALBERTA,3024925,32453,51.76,-114.08,1046.0,2002,2023,True,7.41901776384535
528,OYEN AGDM,ALBERTA,3024965,31410,51.38,-110.35,766.67,2002,2023,True,8.56844305120167
529,PATRICIA AGCM,ALBERTA,3025013,50923,50.74,-111.62,726.0,2012,2023,True,9.299895506792058
530,POLLOCKVILLE AGDM,ALBERTA,3025243,32454,51.13,-111.71,750.0,1999,2023,True,5.663531870428422
531,PRENTISS,ALBERTA,3025297,41784,52.43,-113.6,965.0,2003,2023,True,19.770114942528732
532,RED DEER REGIONAL A,ALBERTA,3025481,51440,52.18,-113.89,904.6,2014,2021,False,91.09717868338558
533,RED DEER OVERLAP,ALBERTA,3025483,54478,52.18,-112.11,904.6,2018,2021,False,93.77220480668755
534,RED DEER REGIONAL A,ALBERTA,3025484,55018,52.18,-113.89,904.6,2020,2023,True,12.476489028213166
535,ST. ALBERT RESEARCH STATION,ALBERTA,3025750,49050,53.69,-113.62,687.0,2010,2023,True,2.4869383490073145
536,SCHULER AGDM,ALBERTA,3025768,32455,50.31,-110.09,800.0,2001,2023,True,14.1901776384535
537,SHEERNESS AGCM,ALBERTA,3025890,50937,51.46,-111.65,852.0,2012,2023,True,7.41901776384535
538,THREE HILLS,ALBERTA,3026479,10907,51.77,-113.21,857.0,1993,2023,True,6.332288401253919
539,VERGER,ALBERTA,3026800,53078,50.9,-111.96,723.0,2014,2023,True,10.407523510971789
540,SUNDRE A,ALBERTA,3026KNQ,10105,51.78,-114.68,1114.4,1993,2023,True,11.368861024033436
541,WIMBORNE AGCM,ALBERTA,3027582,46729,51.94,-113.59,940.0,2007,2023,True,8.108672936259143
542,ARDENVILLE,ALBERTA,3030200,53098,49.53,-113.43,1126.0,2014,2023,True,8.881922675026123
543,AZURE,ALBERTA,3030450,47727,50.51,-114.01,1143.0,2008,2023,True,10.3239289446186
544,BARNWELL AGDM,ALBERTA,3030525,31408,49.8,-112.3,824.24,2001,2023,True,9.822361546499478
545,BARONS AGCM,ALBERTA,3030529,46447,50.03,-113.22,967.0,2006,2023,True,9.508881922675029
546,BASSANO AGCM,ALBERTA,3030540,46467,50.89,-112.47,807.0,2007,2023,True,6.0606060606060606
547,BLACK DIAMOND,ALBERTA,3030680,47747,50.71,-114.15,1156.0,2008,2023,True,8.31765935214211
548,BLACKIE AGCM,ALBERTA,3030690,50917,50.55,-113.64,1019.0,2012,2023,True,8.77742946708464
549,BLOOD TRIBE AGDM,ALBERTA,3030720,42703,49.57,-113.05,980.0,2004,2023,True,12.100313479623823
550,BOW ISLAND,ALBERTA,3030768,10915,49.73,-111.45,816.6,1993,2023,True,1.5673981191222568
551,BOW ISLAND IRRIGATION AGDM,ALBERTA,3030772,42723,49.87,-111.37,796.0,2004,2022,False,51.45245559038663
552,BROCKET AGDM,ALBERTA,3030830,31407,49.62,-113.82,1072.73,2001,2023,True,24.40961337513062
553,BULL SPRINGS AGCM,ALBERTA,3030879,50921,50.34,-110.48,780.0,2012,2023,True,9.780564263322884
554,BROOKS,ALBERTA,3030QLP,2180,50.56,-111.85,747.0,1988,2023,True,4.451410658307211
555,CALGARY INTL A,ALBERTA,3031092,50430,51.12,-114.01,1099.1,2012,2023,True,1.9853709508881925
556,CALGARY INT'L CS,ALBERTA,3031094,27211,51.11,-114.0,1081.9,1999,2023,True,0.5851619644723093
557,CALGARY SPRINGBANK A,ALBERTA,3031109,52200,51.11,-114.37,1200.9,2014,2023,True,7.460815047021943
558,CARDSTON,ALBERTA,3031322,26971,49.2,-113.29,1136.0,1994,2023,True,10.303030303030305
559,CARWAY,ALBERTA,3031402,49968,49.0,-113.38,1354.0,2012,2023,True,10.804597701149426
560,CHAMPION AGDM,ALBERTA,3031480,32254,50.28,-113.35,1006.0,1992,2023,True,8.087774294670847
561,CLARESHOLM,ALBERTA,3031640,2224,50.0,-113.64,1009.0,1951,2023,True,0.3552769070010449
562,COP UPPER,ALBERTA,3031875,9010,51.08,-114.22,1235.0,1993,2023,True,26.520376175548588
563,ENCHANT AGDM,ALBERTA,3032422,42724,50.18,-112.43,801.0,2004,2023,True,11.43155694879833
564,ETZIKOM AGCM,ALBERTA,3032450,46732,49.55,-111.05,845.0,2007,2021,False,40.0
565,FINCASTLE AGDM,ALBERTA,3032550,42727,49.8,-112.03,833.0,2004,2023,True,8.19226750261233
566,FOREMOST AGDM,ALBERTA,3032642,32257,49.48,-111.49,881.0,1999,2023,True,8.819226750261233
567,FORT MACLEOD AGCM,ALBERTA,3032683,46734,49.79,-113.38,978.0,2007,2023,True,9.843260188087774
568,GLEICHEN AGCM,ALBERTA,3032801,47073,50.93,-112.94,907.0,2008,2023,True,6.144200626959248
569,GLENWOOD,ALBERTA,3032818,45748,49.33,-113.52,1074.0,2006,2023,False,100.0
570,GRASSY LAKE,ALBERTA,3032927,45647,49.87,-111.73,783.0,2006,2023,True,8.19226750261233
571,IRON SPRINGS AGDM,ALBERTA,3033498,42728,49.9,-112.73,858.0,2004,2023,False,36.69801462904911
572,PRIDDIS OBSERVATORY,ALBERTA,3033505,48468,50.87,-114.29,1267.0,2010,2023,True,25.64263322884012
573,IRVINE AGCM,ALBERTA,3033550,46807,49.99,-110.26,795.0,2007,2023,True,7.042842215256008
574,KEOMA AGCM,ALBERTA,3033620,50940,51.19,-113.63,945.0,2012,2023,True,10.344827586206897
575,LATHOM AGCM,ALBERTA,3033770,51499,50.6,-112.3,810.0,2013,2023,True,14.294670846394986
576,LETHBRIDGE,ALBERTA,3033875,49268,49.63,-112.8,929.0,2011,2023,True,2.3824451410658307
577,LETHBRIDGE AGTECH AGCM,ALBERTA,3033877,51377,49.65,-112.76,918.0,2013,2023,True,11.138975966562173
578,LETHBRIDGE CDA,ALBERTA,3033890,2265,49.7,-112.77,910.0,1908,2023,True,28.819226750261237
579,LETHBRIDGE CDA 2,ALBERTA,3033892,46867,49.7,-112.78,921.1,2004,2023,False,68.08777429467085
580,LETHBRIDGE DEMO FARM AGDM,ALBERTA,3033897,42726,49.68,-112.75,903.0,2004,2023,True,15.318704284221528
581,MEDICINE HAT,ALBERTA,3034479,48949,50.02,-110.72,716.9,2010,2023,True,3.4482758620689653
582,MEDICINE HAT RCS,ALBERTA,3034485,30347,50.03,-110.72,715.0,2000,2023,True,2.800417972831766
583,MOSSLEIGH AGCM,ALBERTA,3034577,46810,50.67,-113.35,965.0,2007,2023,True,8.19226750261233
584,NIER AGDM,ALBERTA,3034795,43580,51.37,-114.1,1145.0,2005,2023,True,8.338557993730406
585,PINCHER CREEK,ALBERTA,3035198,49368,49.52,-114.0,1189.6,2011,2023,True,1.7763845350052248
586,PINCHER CREEK CLIMATE,ALBERTA,3035208,27218,49.52,-114.0,1190.0,1996,2023,True,3.74085684430512
587,QUEENSTOWN,ALBERTA,3035340,2295,50.61,-112.98,940.0,1961,2023,True,0.3552769070010449
588,QUEENSTOWN,ALBERTA,3035342,47767,50.6,-112.8,941.0,2009,2023,False,31.99582027168234
589,RAINIER AGCM,ALBERTA,3035355,53738,50.37,-112.12,765.0,2015,2023,True,6.332288401253919
590,RALSTON AGCM,ALBERTA,3035362,50918,50.1,-111.21,770.0,2012,2023,True,9.55067920585162
591,RAYMOND AGDM,ALBERTA,3035422,42729,49.48,-112.68,937.0,2004,2023,True,11.243469174503655
592,ROLLING HILLS AGCM,ALBERTA,3035530,46827,50.27,-111.7,645.0,2007,2023,True,9.237199582027168
593,ROSEMARY AGDM,ALBERTA,3035650,42731,50.83,-112.05,714.0,2004,2023,True,9.15360501567398
594,SEVEN PERSONS AGDM,ALBERTA,3035845,42730,49.92,-110.92,766.0,2004,2023,True,6.624869383490073
595,SOCIAL PLAINS AGCM,ALBERTA,3036040,50922,50.73,-110.21,741.0,2012,2023,True,12.142110762800415
596,STANDARD AGCM,ALBERTA,3036086,46849,51.23,-112.98,901.0,2007,2023,True,14.420062695924765
597,STAVELY AAFC,ALBERTA,3036099,27200,50.18,-113.88,1363.6,1996,2023,True,3.3019853709508884
598,STRATHMORE AGDM,ALBERTA,3036205,42725,51.03,-113.28,967.0,2004,2023,True,18.34900731452456
599,TABER,ALBERTA,3036360,2315,49.79,-112.12,811.0,1907,2023,False,42.361546499477534
600,TIDE LAKE AGCM,ALBERTA,3036485,50919,50.46,-111.32,766.0,2012,2023,True,9.383490073145245
601,TRAVERS AGCM,ALBERTA,3036500,46914,50.3,-112.86,955.0,2007,2022,False,35.86206896551724
602,VAUXHALL CDA CS,ALBERTA,3036682,10889,50.05,-112.13,779.0,1993,2023,False,46.70846394984326
603,WRENTHAM AGDM,ALBERTA,3037675,31412,49.5,-112.12,943.94,2002,2023,True,8.422152560083594
604,OKOTOKS,ALBERTA,303M9JM,2173,50.73,-113.96,1081.0,1990,2023,True,0.9404388714733544
605,PICTURE BUTTE WEST,ALBERTA,303N1G3,2174,49.87,-112.79,901.0,1987,2023,False,33.396029258098224
606,DEL BONITA AGDM,ALBERTA,3042045,32256,49.05,-112.82,1310.0,1992,2023,True,5.308254963427377
607,MANYBERRIES AGCM,ALBERTA,3044203,46809,49.36,-110.68,927.0,2007,2023,True,7.502612330198537
608,MASINASIN AGDM,ALBERTA,3044232,31411,49.14,-111.65,947.9,2002,2023,True,6.248693834900731
609,MILK RIVER,ALBERTA,3044533,8804,49.13,-112.05,1050.0,1994,2023,True,16.133751306165102
610,MILK RIVER RIDGE RESERVOIR,ALBERTA,3044545,45767,49.28,-112.54,1305.0,2007,2023,False,100.0
611,ONEFOUR CDA,ALBERTA,3044923,10725,49.12,-110.47,935.0,1994,2023,True,7.41901776384535
612,PAKOWKI LAKE AGCM,ALBERTA,3045000,46912,49.22,-111.13,915.0,2007,2023,True,11.891327063740857
613,PINHORN AGCM,ALBERTA,3045100,51498,49.03,-111.03,1061.0,2013,2023,True,14.231974921630094
614,WARNER AGCM,ALBERTA,3046951,51497,49.28,-112.16,1004.0,2013,2023,True,10.38662486938349
615,BANFF CS,ALBERTA,3050519,27378,51.19,-115.55,1396.9,1995,2023,True,0.4597701149425287
616,BEAVER MINES,ALBERTA,3050602,50028,49.47,-114.18,1257.0,2012,2023,True,0.5015673981191223
617,BOW VALLEY,ALBERTA,3050778,10222,51.08,-115.07,1297.5,1993,2023,True,20.33437826541275
618,BULLHORN COULEE RESERVOIR,ALBERTA,3050960,45747,49.3,-113.36,1115.0,2006,2023,False,100.0
619,BULLHORN HEADWATERS,ALBERTA,3050965,45749,49.15,-113.55,1326.0,2007,2023,False,100.0
620,CROWSNEST,ALBERTA,3051R4R,10890,49.63,-114.48,1303.0,1993,2023,True,20.689655172413797
621,JASPER WARDEN,ALBERTA,3053536,10223,52.93,-118.03,1020.0,1994,2023,True,1.4211076280041797
622,KANANASKIS,ALBERTA,3053600,2402,51.03,-115.03,1391.1,1939,2023,True,10.031347962382444
623,NORDEGG CS,ALBERTA,3054843,30543,52.49,-116.04,1332.0,2000,2023,True,2.8631138975966564
624,PEKISKO,ALBERTA,3055119,10665,50.37,-114.42,1415.0,1998,2023,True,23.61546499477534
625,ST. MARY RESERVOIR,ALBERTA,3056100,45727,49.36,-113.11,1128.0,2006,2023,False,100.0
626,WATERTON PARK GATE,ALBERTA,3056214,26850,49.13,-113.81,1289.0,1994,2023,True,12.601880877742946
627,WHITECOURT A,ALBERTA,3057376,52982,54.14,-115.79,782.4,2014,2023,False,34.043887147335425
628,NAKISKA RIDGETOP,ALBERTA,305MGFF,10104,50.94,-115.19,2543.0,1994,2023,False,53.27063740856845
629,ATHABASCA AGCM,ALBERTA,3060330,47047,54.63,-113.38,635.0,2008,2023,True,18.34900731452456
630,ATMORE AGDM,ALBERTA,3060406,32231,54.78,-112.83,574.0,1992,2023,True,7.628004179728317
631,BARRHEAD CS,ALBERTA,3060535,30641,54.09,-114.45,648.0,2000,2023,True,2.6750261233019854
632,BRULE BLACK CAT,ALBERTA,3060903,2485,53.35,-117.87,1036.3,1985,2023,True,15.318704284221528
633,ATHABASCA 1,ALBERTA,3060L20,2459,54.72,-113.29,514.7,1986,2022,False,100.0
634,CAMPSIE AUTO,ALBERTA,3061201,51899,54.13,-114.68,647.0,2013,2023,True,1.128526645768025
635,CARROT CREEK,ALBERTA,3061350,53918,53.62,-115.89,861.0,2015,2023,True,9.070010449320794
636,DAPP AGDM,ALBERTA,3061975,31414,54.32,-113.95,614.2,1990,2021,False,72.70637408568443
637,EDSON,ALBERTA,3062239,48948,53.58,-116.47,926.9,2010,2023,True,2.361546499477534
638,EDSON CLIMATE,ALBERTA,3062246,27213,53.58,-116.45,927.0,1996,2023,True,0.6060606060606061
639,ENTWISTLE,ALBERTA,3062451,2513,53.6,-114.98,780.3,1987,2023,True,10.344827586206897
640,EVANSBURG2 AGCM,ALBERTA,3062476,54358,53.61,-115.06,785.0,2016,2023,True,7.084639498432602
641,FORT ASSINIBOINE AGCM,ALBERTA,3062660,47128,54.41,-114.77,676.0,2008,2023,True,5.1619644723093
642,FORT MCMURRAY CS,ALBERTA,3062696,27216,56.65,-111.21,368.8,1996,2023,True,1.2748171368861023
643,FORT MCMURRAY A,ALBERTA,3062697,49490,56.65,-111.22,369.1,2011,2023,True,1.4420062695924765
644,HENDRICKSON CREEK,ALBERTA,3063135,26870,53.8,-118.45,1448.0,1995,2023,True,5.057471264367816
645,HIGH PRAIRIE AGDM,ALBERTA,3063165,32274,55.4,-116.48,601.7,2002,2023,True,12.497387669801462
646,ISLAND LAKE SOUTH,ALBERTA,3063600,53358,54.82,-113.54,618.7,2015,2023,True,0.5015673981191223
647,KINIKINIK,ALBERTA,3063640,53999,54.56,-112.98,629.0,2015,2023,True,9.446185997910137
648,LAC LA BICHE CLIMATE,ALBERTA,3063686,30726,54.77,-112.02,567.0,2001,2023,True,7.920585161964472
649,MILDRED LAKE,ALBERTA,3064528,10978,57.04,-111.56,310.0,1993,2023,False,30.74190177638453
650,PLEASANT VIEW,ALBERTA,3065200,54000,54.96,-113.32,649.0,2015,2023,True,6.311389759665621
651,RICH LAKE AGDM,ALBERTA,3065475,31413,54.5,-111.7,585.0,1997,2023,True,6.603970741901777
652,ISPAS,ALBERTA,3065712,53198,53.85,-111.84,655.0,2014,2023,True,17.659352142110762
653,SLAVE LAKE,ALBERTA,3065995,49369,55.29,-114.78,582.8,2011,2023,True,2.0480668756530824
654,SLAVE LAKE RCS,ALBERTA,3065997,50777,55.29,-114.78,582.8,2012,2023,True,1.3793103448275863
655,TAWATINAW AGCM,ALBERTA,3066367,47108,54.3,-113.52,611.0,2008,2023,True,6.478578892371996
656,HINTON VALLEY,ALBERTA,306A009,29926,53.4,-117.54,1010.77,2000,2021,False,99.93730407523512
657,WILLOW CREEK 1,ALBERTA,306GE70,10930,53.39,-118.35,1370.0,1993,2023,True,14.921630094043886
658,DUCK LAKE AGCM,ALBERTA,306X001,55419,54.68,-113.94,650.0,2023,2023,False,74.27377220480669
659,BALLATER AGCM,ALBERTA,3070495,49048,55.58,-117.24,560.0,2010,2023,True,8.422152560083594
660,BEAVERLODGE RCS,ALBERTA,3070600,30669,55.2,-119.4,745.0,2001,2023,True,0.438871473354232
661,BROWNVALE AGCM,ALBERTA,3070800,47067,56.12,-117.89,748.0,2008,2023,True,16.25914315569488
662,CLEAR HILLS AGCM,ALBERTA,3071661,51838,56.53,-117.93,672.0,2013,2023,True,15.862068965517242
663,DEADWOOD AGCM,ALBERTA,3071957,51839,56.72,-117.54,551.0,2013,2023,True,5.600835945663532
664,EAGLESHAM AGCM,ALBERTA,3072151,47071,55.81,-117.89,563.0,2008,2023,True,11.891327063740857
665,EGG ISLAND,ALBERTA,3072246,31027,58.98,-110.44,214.9,1993,2022,False,87.7115987460815
666,FAIRVIEW AGDM,ALBERTA,3072525,31469,56.08,-118.44,654.55,1997,2023,True,10.762800417972832
667,FORT CHIPEWYAN,ALBERTA,3072655,48975,58.77,-111.12,238.0,2011,2023,True,2.1316614420062696
668,FORT CHIPEWYAN RCS,ALBERTA,3072659,50757,58.77,-111.12,238.0,2012,2023,True,0.3761755485893417
669,FORT VERMILION,ALBERTA,3072723,30495,58.38,-116.04,289.0,2000,2023,True,1.400208986415883
670,GRANDE PRAIRIE A,ALBERTA,3072921,51422,55.18,-118.88,669.0,2013,2023,True,1.3793103448275863
671,HAWK HILLS AGCM,ALBERTA,3073071,47075,57.26,-117.3,455.0,2008,2023,True,15.423197492163007
672,HIGH LEVEL A,ALBERTA,3073140,49928,58.62,-117.16,338.02,2011,2023,True,2.5496342737722046
673,HIGH LEVEL A,ALBERTA,3073146,2726,58.62,-117.16,338.02,1970,2022,False,82.29885057471265
674,HIGH LEVEL,ALBERTA,3073148,55118,58.63,-117.16,339.0,2020,2023,True,19.74921630094044
675,JEAN COTE AGCM,ALBERTA,3073535,47077,55.91,-117.12,638.0,2008,2023,True,6.8756530825496345
676,KEG RIVER AGCM,ALBERTA,3073644,51840,57.79,-117.68,408.0,2013,2023,True,10.010449320794148
677,LA CRETE AGCM,ALBERTA,3073730,47147,58.17,-116.34,323.0,2008,2023,True,7.042842215256008
678,LA GLACE AGCM,ALBERTA,3073740,47087,55.42,-119.25,760.0,2008,2023,True,14.984326018808778
679,MANNING AGDM,ALBERTA,3074190,32394,56.97,-117.45,457.0,2002,2023,False,36.94879832810867
680,CLEARDALE AGDM,ALBERTA,3074935,32255,56.31,-119.75,630.0,1990,2023,True,8.986415882967608
681,PEACE RIVER A,ALBERTA,3075041,52258,56.23,-117.45,570.9,2014,2023,True,1.0240334378265412
682,ROMA,ALBERTA,3075043,55098,56.19,-117.45,559.53,2020,2023,True,16.969696969696972
683,PEORIA AGDM,ALBERTA,3075160,31468,55.62,-118.29,621.21,1994,2023,True,18.934169278996865
684,RED EARTH,ALBERTA,3075488,10183,56.55,-115.28,546.0,1994,2023,True,6.541274817136886
685,ROCKY LANE AGCM,ALBERTA,3075550,51841,58.45,-116.48,301.0,2013,2023,True,9.592476489028211
686,RYCROFT AGCM,ALBERTA,3075601,47090,55.78,-118.67,575.0,2008,2023,True,8.84012539184953
687,SAVANNA AGCM,ALBERTA,3075770,47107,56.08,-119.34,703.0,2008,2023,True,12.225705329153604
688,SIMONETTE,ALBERTA,3075937,2793,54.42,-117.74,883.9,1973,2022,False,50.53291536050156
689,SWEETGRASS LANDING,ALBERTA,3076330,52478,58.85,-112.0,212.0,2014,2023,False,89.50888192267502
690,TEEPEE CREEK AGCM,ALBERTA,3076366,47109,55.35,-118.41,670.0,2008,2023,True,6.374085684430512
691,TOMPKINS LANDING AGCM,ALBERTA,3076530,51858,58.02,-116.85,343.0,2013,2023,True,8.56844305120167
692,VALLEYVIEW AGDM,ALBERTA,3076680,32460,55.1,-117.2,698.0,1998,2023,True,6.8547544409613375
693,GARDEN RIVER,ALBERTA,307KPFP,10932,58.71,-113.87,240.8,1993,2023,False,64.4723092998955
